headings,label
പുല്‍വാമയില്‍ കൊല്ലപ്പെട്ട ജവാന്മാരുടെ വായ്പകള്‍ എഴുതിത്തള്ളുമെന്ന് എസ്ബിഐ,business
"നികുതി ഇളവ് ഇല്ല, ഇന്ത്യയ്ക്ക് രണ്ട് പ്രധാന ടൂര്‍ണ്ണമെന്റുകള്‍ നഷ്ടമായേക്കും",sports
വെള്ളയും സില്‍വറും കലര്‍ന്ന നിറമുള്ള ലഹങ്ക ചോളിയണിഞ്ഞ് സയേഷയെത്തിയപ്പോള്‍ അതേ നിറത്തിലുള്ള പൈജാമയും ജാക്കറ്റും ധരിച്ച്‌ ആര്യയും; ഹൈദരാബാദിലെ താജ് ഫലക്‌നൂമ പാലസില്‍ സംഗീത് ചടങ്ങുകളോടെ നടന്‍ ആര്യ- സയേഷ വിവാഹാഘോഷങ്ങള്‍ തുടക്കം; താരനിബിഡമായ ചടങ്ങില്‍ രണ്ട് ദിവസം നീണ്ട നിന്ന വിവാഹാഘോഷത്തിന്റെ; ചിത്രങ്ങളും വീഡിയോയും കാണാം,entertainment
നട്ട്പെ തുണയുടെ പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു,entertainment
മികച്ച ലൈഫ് ഇന്‍ഷൂറന്‍സ് പരിരക്ഷ തിരഞ്ഞെടുക്കുന്നതിന് മുന്‍പ്..,business
ചാമ്ബ്യന്‍സ് ലീഗില്‍ ഏറ്റവും കൂടുതല്‍ ഹാട്രിക്കുകള്‍ എന്ന നേട്ടത്തില്‍ മെസ്സിയും റൊണാള്‍ഡോയും,sports
"
ഇന്ത്യന്‍ താരങ്ങളുടെ കരാര്‍ ലിസ്റ്റ് ബിസിസിഐ പുറത്തുവിട്ടു ; എപ്ലസ്‌  വിഭാഗത്തില്‍ മൂന്ന് താരങ്ങള്‍ മാത്രം ; റിഷാബ് പാന്തിന് നേട്ടം
                                            
",sports
'യാ​ത്ര'യില്‍ നോ​ട്ട​മി​ട്ട് അ​മേ​രി​ക്ക​ന്‍ ക​ന്പ​നി,business
പെയ്സ് ചാംപ്യന്‍സ് കപ്പ് ഫുട്ബോള്‍ ടൂര്‍ണമെന്റ് 17ന്,sports
ഇക്കാര്യത്തില്‍ സ്റ്റീവ് സ്മിത്തിന് ശേഷം ഓസ്‌ട്രേലിയയുടെ ഏറ്റവും മികച്ച ബാറ്റ്സ്മാന്‍ ഹാന്‍ഡ്‌സ്കോമ്ബ്,sports
പൈലറ്റുമാര്‍ക്കുള്ള എയര്‍ബസ് പരിശീലന കേന്ദ്രം ഡെല്‍ഹിയില്‍,business
ലുലു ഫിനാന്‍ഷ്യല്‍ ഗ്രൂപ്പിന് ഫിലിപ്പൈന്‍സില്‍ ഇ.എം.ഐ ലൈസന്‍സ് ലഭിച്ചു,business
ബ്രഹ്മാണ്ഡ ചിത്രമടക്കം മോഹന്‍ലാലിന്റെ 5 സിനിമകള്‍! ബോക്‌സോഫീസ് തകര്‍ക്കാന്‍ ലൂസിഫര്‍ ആദ്യമെത്തും!,entertainment
മേരേ പ്യാരേ ദേശ് വാസിയോം: പുതിയ പോസ്റ്റര്‍ പുറത്തിറങ്ങി,entertainment
"സന്തോഷ് ട്രോഫി ഏപ്രില്‍ 8 മുതല്‍, ഫിക്സ്ചറുകള്‍ ആയി",sports
കുട്ടിക്കാലത്തെ  ഓലമടല്‍  ബാറ്റിന്റെ ഓര്‍മകളുമായി ബ്രയാന്‍ ലാറ,sports
"
മാര്‍ച്ച്‌ രണ്ടാം വ്യാഴം: പുതിയ പോസ്റ്റര്‍ റിലീസ് ചെയ്തു
                                            
",entertainment
മമ്മൂട്ടി നായകനായി എത്തുന്ന 'മധുരരാജ'യിലെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
കിടിലന്‍ ടീമുമായി ഇം​ഗ്ലണ്ട്; ലക്ഷ്യമിടുന്നത് യൂറോ കപ്പ് യോ​ഗ്യത,sports
ലോകകപ്പ് ആതിഥേയത്വം ലക്ഷ്യമിട്ട്  ഇന്ത്യ,sports
അമേരിക്കന്‍ വെല്ലുവിളിയെ പ്രതിരോധിക്കാന്‍ ഇന്ത്യയിലെ അവസരങ്ങള്‍ പരമാവധി ഉപയോഗിക്കാന്‍ വെനസ്വേലന്‍ നീക്കം,business
എന്നെ എന്തിന് വാങ്ങിയെന്നതിനുള്ള ഉത്തരമാണ് ഈ ഗോളുകള്‍: റൊണാള്‍ഡോ,sports
സെന്‍സെക്‌സില്‍ 216 പോയന്റ് നേട്ടത്തോടെ തുടക്കം,business
ശ്രദ്ധ കപൂര്‍ പിന്‍മാറി; സൈനയാകാന്‍ പരിനീതി ചോപ്ര,entertainment
ജിഎസ്ടിയില്‍ നിന്ന് ഇന്‍പുട്ട് ടാക്‌സ് ക്രെഡിറ്റ് എടുത്തു കളയുന്നത് ശരിയോ? അത് കള്ളപ്പണത്തി,business
ലോക ട്രയത്തലണ്‍ ഓസ്ട്രേലിയന്‍ സംഘം ചാംപ്യന്‍മാരായി,sports
"കെജിഎഫ് 2 തുടങ്ങി, ഡബ്ബിള്‍ ധമാക്കയെന്ന് യഷ്",entertainment
കനത്ത ചൂടില്‍ നാടു വലയുമ്ബോള്‍ സൗരോര്‍ജ്ജത്തിലൂടെ നേട്ടമുണ്ടാക്കി എംജി സര്‍വകലാശാല,business
"റിലയന്‍സ് ഓഹരി നിലം പൊത്തി, മുഖവിലയിലും താഴെ, ഉടമകള്‍ വിറ്റൊഴിയുന്നു",business
"വെസ്റ്റിന്‍ഡീസ് വീണ്ടും തകര്‍ന്നടിഞ്ഞു, തോല്‍വിയില്‍ റെക്കോര്‍ഡ്; പരമ്ബര ഇംഗ്ലണ്ട് തൂത്തുവാരി",sports
മുന്നറിയിപ്പുമായി നടി പ്രിയ പി വാരിയര്‍,entertainment
ഇത് ഹരിശ്രീ അശോകന്‍ ആണോ..? കിടിലന്‍ ഗെറ്റപ്പ്,entertainment
നിര്‍ത്താതെ ഫോട്ടോ  എടുത്തവരോട് ' ഒന്ന് നിര്‍ത്തു' എന്ന്  ആരാധ്യബച്ചന്‍,entertainment
പ്രവാസി നിക്ഷേപം ആകര്‍ഷിക്കാന്‍ നോര്‍ക്ക ബിസിനസ് ഫെസിലിറ്റേഷന്‍ സെന്ററിന് തുടക്കമായി,business
കോലിയുടെ ഒറ്റയാള്‍ പോരാട്ടം പാഴായി; റാഞ്ചിയില്‍ ഓസീസിന് ജയം,sports
"തീവ്രവാദി ആക്രമണം, പാകിസ്താന് സൗഹൃദരാഷ്ട്രപദവി നഷ്ടപ്പെടുന്നു, അറിയേണ്ടതെല്ലാം..",business
"
ഇംഗ്ലണ്ടില്‍ പോരാട്ടം കടുക്കുന്നു
                                            
",sports
കരുതിയിരുന്നോളൂ.. നിങ്ങളുടെ പല രഹസ്യങ്ങളും ഗൂഗിളിന് അറിയാം; സൂക്ഷിച്ചാല്‍ ​ദു:ഖിക്കേണ്ട,business
മുന്‍നിരയിലെ എല്ലാവരും കൂടാരം കയറി; ഇന്ത്യ പതറുന്നു; വീണത് ആറ് വിക്കറ്റുകള്‍,sports
"ഷാവോമി എംഐ 9 ഞെട്ടിക്കും; അത്രയേറെ ഫീച്ചറുകള്‍; സെല്‍ഫിക്കായി 20 മെഗാ പിക്‌സല്‍ ക്യാമറ; വില 2,999 യുവാന്‍",business
ഇരട്ട ചാനല്‍ എബിഎസുമായി കെടിഎം ഡ്യൂക്ക് 250,business
വര്‍ഷങ്ങള്‍ക്ക് ശേഷം മാധുരി ദീക്ഷിതും സഞ്ജയ് ദത്തും ഒന്നിക്കുന്നു,entertainment
നടി കസ്തൂരിയുടെ വീഡിയോ അഭിമുഖം വൈറലാകുന്നു...,entertainment
നടന്‍ ആര്യയുടെയും നടി സയേഷയുടെയും വിവാഹാഘോഷ ചടങ്ങുകള്‍; ചിത്രങ്ങള്‍,entertainment
തകര്‍ത്തടിച്ച്‌ ധവാനും രോഹിതും; ഇന്ത്യക്ക് കൂറ്റന്‍ ടോട്ടല്‍,sports
മോദി ജാക്കറ്റ് വാങ്ങാന്‍ ആളില്ല,business
സിനിമയ്ക്ക് പിന്നാലെ മോഡിയുടെ ജീവിതം പ്രമേയമാക്കി വെബ് സീരീസും!,entertainment
സ്ത്രീകളിലെ സ്വയംഭോഗം: ബാലചന്ദ്ര മേനോന്‍ പ്രതികരിക്കുന്നു,entertainment
ഫൈനല്‍ തേടി മുംബൈ സിറ്റിയും എഫ് സി ഗോവയും,sports
"
സ്വര്‍ണവില കുറയുന്നു; ഗ്രാമിന് 3,005 രൂപ
                                            
",business
ഇളയരാജയിലെ ഗണപതിയെ കണ്ടോ?.. ഗംഭീര മേക്കോവര്‍ നടത്തി ഹരിശ്രീ അശോകന്‍,entertainment
ഫോട്ടോഗ്രാഫര്‍മാരുടെ ആവശ്യാനുസരണം പോസ് ചെയ്ത് മടുത്ത് ആരാധ്യ; നിര്‍ത്താതെ ഫ്‌ളാഷുകള്‍ മിന്നിയതോടെ കലിപ്പുമായി താരപുത്രി; ആകാശ് അംബാനിയുടെ വിവാഹച്ചടങ്ങില്‍ പങ്കെടുക്കാനെത്തിയ ഐശ്വര്യ- അഭിഷേക് ദമ്ബതികളുടെ മകള്‍ വീണ്ടും ചര്‍ച്ചയാകുന്ന വീഡിയോ കാണാം,entertainment
എന്താണ് ലോണ്‍ ടു വാല്യൂ അനുപാതം ?,business
പ്ലേസ്റ്റോ​റി​ല്‍​നി​ന്ന് 28 ആ​പ്പു​ക​ള്‍ പു​റ​ത്തേ​ക്ക്,business
ഇന്ത്യന്‍ ടീമിനെ പ്രശംസിച്ച്‌ മുത്തയ്യ മുരളീധരന്‍,sports
ഹൗസ് ഓണര്‍ ചിത്രത്തിന്റെ ഒഫീഷ്യല്‍ ടീസര്‍ പുറത്തുവിട്ടു,entertainment
ബാഴ്സ ഇന്ന് ലിയോണിനെതിരെ; ആശങ്കയുയര്‍ത്തി അട്ടിമറിപ്പരമ്ബര,sports
ഇന്ന് നടക്കുന്നത് കണ്ടീരവ സ്റ്റേഡിയത്തിലെ അവസാന ഐ എസ് എല്‍ മത്സരം ? ബെംഗളൂരു ഇനി ഇവിടെ കളിച്ചേക്കില്ല.,sports
ഏഷ്യന്‍ ഗെയിംസ് സ്വര്‍ണ്ണ മെഡല്‍ ജേതാവിനെ അട്ടിമറിച്ച്‌ ശുഭാങ്കര്‍ ഡേ,sports
പട്ടാളത്തൊപ്പിയുമായി ഇന്ത്യ; രാഷ്ടീയവത്കരണമെന്ന് പാകിസ്ഥാന്‍; ഐസിസി ഇടപെടണം,sports
ലിവര്‍പൂള്‍ താരം നാബി കീറ്റയ്ക്ക് പരിക്ക്‌,sports
ട്വന്റിയിലെ രണ്ടാമത്തെ ചെറിയ സ്‌കോറിന് വിന്‍ഡീസ് പുറത്ത്,sports
"
സോളമന്റെ മണവാട്ടി സോഫിയ ചിത്രീകരണം അടുത്തമാസം തുടങ്ങും
                                            
",entertainment
'ഓള്‍ഡ് ഈസ് ഗോള്‍ഡ്'ചിത്രത്തിന്‍റെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
ലൂസിഫറിന്‍റെ പുതിയ ലൊക്കേഷന്‍ സ്റ്റില്‍ പുറത്തുവിട്ടു,entertainment
ഐഎസ്‌എല്‍ അഞ്ചാം സീസണില്‍ ബംഗലൂരു ഫൈനലില്‍; കലാശപ്പോരാട്ടത്തിന് യോഗ്യത നേടിയത് നോര്‍ത്ത് ഈസ്റ്റ് യുണൈറ്റഡിനെ വീഴ്‌ത്തി; ആദ്യ പാദത്തില്‍ 2-1ന് തോറ്റ ബിഎഫ്‌സി തിരിച്ചടിച്ചത് എതിരില്ലാത്ത മൂന്ന് ഗോളുകള്‍; അത്ഭുതങ്ങള്‍ സംഭവിച്ചില്ലെങ്കില്‍ ബംഗലൂരു ഗോവ കലാശപ്പോര്,sports
പരമ്ബര നേടാന്‍ നാലാം അങ്കത്തിന് കോലിപ്പട ഇറങ്ങുന്നു; ഒപ്പം പിടിക്കാന്‍ കംഗാരുപ്പട,sports
"
റിസര്‍വ് ബാങ്ക് ഇടക്കാല ലാഭവിഹിതം: ഓഹരി വിപണി കുതിക്കുന്നു
                                            
",business
"അമര്‍ അക്ബര്‍ അന്തോണിമാരില്‍ ഒരാള്‍ ഞാനായിരുന്നു, അവസാന നിമിഷം ഒഴിവാക്കി: ആസിഫ് അലി",entertainment
ഡല്‍ഹി ഏകദിനത്തില്‍ ഇന്ത്യക്ക് 273 റണ്‍സിന്റെ വിജയലക്ഷ്യം; ജയിച്ചാല്‍ പരമ്ബര,sports
ആ വിക്കറ്റ് ഒരു ജഡ്ഡു-ധോണി സംയുക്ത സംരംഭം; മാക്‌സ്‌വെല്ലിനെ റണ്ണൗട്ടാക്കിയ തകര്‍പ്പന്‍ വീഡിയോ കാണാം,sports
പിന്തുണ വിദേശത്ത് നിന്ന്: ഗംഭീര തിരിച്ചുവരവ് നടത്തി ഓഹരി വിപണി,business
"പബ്ജി കളി ഇവിടെ വേണ്ട, വിദ്യാര്‍ത്ഥികള്‍ പഠിച്ചാല്‍ മതി ; നിരോധനവുമായി സൂറത്ത്,  രാജ്യ വ്യാപകമാക്കിയേക്കുമെന്ന് റിപ്പോര്‍ട്ട്‌",business
"സിമെന്റിനു പിന്നാലെ കമ്ബി വിലയിലും വര്‍ധന, നിര്‍മാണ മേഖലയ്ക്കു തിരിച്ചടി",business
ശ്രീശാന്തിന്റെ വിലക്ക് നീക്കി ; താരത്തിന് ഇനി കളിക്കാം,sports
"കഴിഞ്ഞ 13 ഏകദിനങ്ങളില്‍ കളിപ്പിച്ചത് 21 താരങ്ങളെ; പരീക്ഷണങ്ങളും പാളി, പരമ്ബരയും നഷ്ടപ്പെട്ടു",sports
കളിക്കിടെ പന്തിന്റെ അക്രോബാറ്റിക് കിക്ക് അപ്പ് മൂവ് ; വീഡിയോ വൈറല്‍.,sports
കുമ്ബളങ്ങിക്ക് ശേഷം മാസ് ലുക്കില്‍ ഷെയ്ന്‍ നിഗം! പോസ്റ്റര്‍ പങ്കുവെച്ച്‌ മമ്മൂട്ടി! കാണൂ,entertainment
"സ്വര്‍ണവില കൂടി; പവന് 24,500ലേക്ക്",business
5ജി ​ട്ര​യ​ലി​നു സാ​മ്ബ​ത്തി​കസ​ഹാ​യം നല്കണമെന്ന് കേന്ദ്രസര്‍ക്കാരിനോട് ടെലികോം കമ്ബനികള്‍,business
"45 റണ്‍സിനു ഓള്‍ഔട്ട് ആയി വിന്‍ഡീസ്, ഇംഗ്ലണ്ടിനു ടി20 പരമ്ബര",sports
പട്ടാഭിരാമനില്‍ ജയറാമിനൊപ്പം മൂന്ന് നായികമാര്‍,entertainment
ലൂസിഫറില്‍ മഹേഷ് വര്‍മ്മയായി സായ്കുമാര്‍; പുതിയ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്ത്,entertainment
ആദ്യ മൂന്നു ഏകദിനങ്ങളിലും ടീം ഇന്ത്യ ബാറ്റ് ചെയ്തത് 48.2 ഓവര്‍,sports
70 കോടിയുടെ ചിത്രത്തില്‍ 100 കോടി ഗ്ലാമറില്‍ പ്രിയാ വാര്യര്‍!!,entertainment
നിങ്ങള്‍ക്കൊരു പി.എഫ്.അക്കൗണ്ട് ഉണ്ടായിരിക്കേണ്ട കാരണങ്ങള്‍,business
മലയാളം നെഞ്ചോട്‌ ചേര്‍ത്ത ബംഗാളി,entertainment
മദര്‍ തെരേസയുടെ ജീവിതം സിനിമയാകുന്നു,entertainment
അ​​മേ​​രി​​ക്ക​​യു​​ടെ പൊ​​തു​​ക​​ടം 22.01 ല​​ക്ഷം കോ​​ടി ഡോ​​ള​​റായി കു​​തി​​ച്ചു​​യ​​ര്‍​​ന്നു,business
റാഷ്ഫോര്‍ഡ് മാഞ്ചസ്റ്ററില്‍ ഇതിഹാസമായി വളരുമെന്ന് ഒലെ,sports
ഗലേയോയെ കാണാന്‍ മികു ആശുപത്രിയില്‍,sports
"
അസംസ്‌കൃത എണ്ണ വിലയില്‍  വന്‍കുതിപ്പ്; ബാരലിന് 65 ഡോളര്‍ ആയി വര്‍ധിച്ചു
                                            
",business
മഴ നഷ്ടപ്പെടുത്തിയ ആദ്യ ദിവസത്തിനു ശേഷം ബേസിന്‍ റിസര്‍വ്വില്‍ അടുത്ത രണ്ട് ദിവസവും കാലാവസ്ഥ മോശമെന്ന് പ്രവചനം.,sports
ഷാന്‍ റഹ്‌മാന്‍ - വിനീത് ശ്രീനിവാസന്‍ ഹിറ്റ് കൂട്ടുക്കെട്ട് വീണ്ടും; സച്ചിനിലെ ആദ്യ ഗാനം,entertainment
ഗ്ലാമറായി പ്രിയാ വാര്യര്‍; ശ്രീദേവി ബംഗ്ലാവിലെ ലൊക്കേഷന്‍ ചിത്രങ്ങള്‍ വൈറലാകുന്നു,entertainment
നൂറാം ഏകദിന മത്സരത്തില്‍ കന്നി സിക്‌സ് നേടി ജസ്പ്രീത് ബുംറ,sports
സ്വാതന്ത്രത്തിന് മുന്‍പുള്ള കഥയുമായി 'കലങ്ക്'; ടീസര്‍,entertainment
ഗോ​പു ന​ന്തി​ല​ത്ത് ജി-മാര്‍ട്ടി​ല്‍ മാസാവസാന വില്പന,business
"
യമഹയുടെ 'എംടി-15' മാര്‍ച്ച്‌ 15ന് വിപണിയില്‍
                                            
",business
മതസൗഹാര്‍ദ്ദത്തെ പ്രോത്സാഹിപ്പിക്കുന്ന സര്‍ഫ് എക്‌സല്‍ പരസ്യത്തിനെതിരെ സംഘപരിവാറിന്റെ സൈബര്‍ ആക്രമണം,entertainment
യഥാര്‍ത്ഥ ജീവിതത്തിലും വിജയ് ഹീറോ തന്നെ,entertainment
സെവാഗ് സ്ഥാനാര്‍ഥിയാകില്ല; ബിജെപിയുടെ ക്ഷണം നിരസിച്ചു,sports
ഓസീസിനെതിരെ ഇന്ത്യയ്ക്ക് 273 റണ്‍സ് വിജയലക്ഷ്യം,sports
നാലാം ഏകദിനം നാളെ; ഇന്ത്യന്‍ ടീമില്‍ കാര്യമായ മാറ്റത്തിന് സാധ്യത,sports
"
തന്റെ രൂപത്തെ കുറിച്ച്‌ വിമര്‍ശിച്ചവര്‍ക്ക് മറുപടിയുമായി നടി രംഗത്ത്
                                            
",entertainment
തൈമൂറിന്റെ ആയയുടെ പ്രതിഫലം 1.50 ലക്ഷമോ; മറുപടിയുമായി കരീന കപൂര്‍,entertainment
"'ഞാന്‍ ബിക്കിനി ധരിക്കുന്നത് തടയാന്‍ സെയ്ഫ് ആരാണ്?',​ വിമര്‍ശനത്തിന് ചുട്ട മറുപടിയുമായി കരീന",entertainment
"സ്മാര്‍ട്ട്ഫോണുകള്‍ക്ക് 7000 രൂപവരെ വിലക്കുറവ്, പ്രണയദിനത്തില്‍ ബെസ്റ്റ് ഡേ ഓഫറുമായി സാംസങ് !",business
ചേര്‍ത്തല ഇന്‍ഫോപാര്‍ക്കിലേക്ക് 1000 കോടിയുടെ നിക്ഷേപവുമായി പുതിയ കമ്ബനി; റാക് ബാങ്ക് ഡേറ്റ സെന്റര്‍ ആരംഭിക്കുവാന്‍ ധാരണാ പത്രം ഒപ്പിട്ടു,business
ഖവാജക്കരുത്തില്‍ ഓസീസ്; ഇന്ത്യക്ക് വന്‍ വിജയലക്ഷ്യം,sports
ഓണ്‍ലൈന്‍ ഭക്ഷണ വിതരണ രംഗത്ത് നിന്നും പുതിയ വര്‍ത്തമാനങ്ങള്‍; സ്വിഗ്ഗി യൂബര്‍ ഈറ്റ്സിനെ വാങ്ങുന്നു,business
"ചാമ്ബ്യന്‍സ് ലീഗ് ക്വാര്‍ട്ടര്‍, പകുതി ടീമുകളും ഇംഗ്ലണ്ടില്‍ നിന്ന്",sports
സ്വര്‍ണവില പവന് 120 രൂപ കുറഞ്ഞു,business
'ലൂസിഫര്‍' ചിത്രത്തിലെ പുതിയ ക്യാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
ഏറ്റവും മര്യാദയുള്ള മനുഷ്യനാണ് നടന്‍ അജിത് എന്ന ശ്രുതിഹാസന്‍,entertainment
പ്രതീക്ഷിത സാമ്ബത്തിക വളര്‍ച്ചാ നിരക്ക് കുറയ്ക്കാനുളള ചൈനയുടെ തീരുമാനത്തില്‍ ഞെട്ടി ലോകം; സാമ്ബത്തീക സ്ഥിതിഗതികള്‍ ജാഗ്രതയോടെ വീക്ഷിച്ച്‌ മറ്റ് രാജ്യങ്ങള്‍,business
അന്നത്തെ വിഷമം തീര്‍ന്നു; ലൂസിഫറിനെ കുറിച്ച്‌ ബാല,entertainment
ഫെഡെറികോ ഗലേയോ ശസ്ത്രക്രിയക്ക് വിധേയനായി,sports
"'ഇനി ചാനല്‍ മാറ്റി കളിയ്ക്കാമെന്ന് വിചാരിക്കേണ്ട'; ഡിടിഎച്ച്‌, കേബിള്‍ ടിവി വിതരണക്കാര്‍ക്ക് കര്‍ശന നിര്‍ദേശവുമായി ട്രായ്",business
'മേരേ പ്യാരേ ദേശ് വാസിയോം' ചിത്രത്തിന്റെ പുതിയ പോസ്റ്റര്‍ പുറത്തുവിട്ടു,entertainment
റിസര്‍വേഷന്‍ ചാര്‍ട്ട് ഇനി ഐ ആര്‍ ടി സി വെബ്സൈറ്റില്‍ കാണാം,business
പ്രധാനമന്ത്രിയുടെ മുദ്ര ലോണ്‍ പദ്ധതി: വാര്‍ഷിക ലക്ഷ്യം ഒരു ലക്ഷം കോടി രൂപ അകലെ,business
തുവ്വൂരില്‍ ഫൈനല്‍ തേടി സബാന്‍ കോട്ടക്കലും ഫിഫാ മഞ്ചേരിയും നേര്‍ക്കുനേര്‍,sports
മിന്നും സ്റ്റംപിങ്ങുമായി വീണ്ടും ധോണി.!!! (വീഡിയോ),sports
നിര്‍ഭയ കേസ് സിനിമയാകുന്നു; ഡല്‍ഹി ക്രൈമിന്റെ ട്രെയ്‌ലര്‍ പുറത്ത്,entertainment
'ഞാന്‍ സത്യങ്ങള്‍ പറയാന്‍ തുടങ്ങിയാല്‍ ചിലരൊക്കെ വെള്ളം കുടിക്കും ; വെളിപ്പെടുത്തലുമായി  പ്രിയാ വാര്യര്‍,entertainment
"
സ്വര്‍ണവില പവന് 24,640 രൂപയില്‍ വ്യാപാരം പുരോഗമിക്കുന്നു
                                            
",business
ധോണിക്ക് വിശ്രമം അനുവദിച്ച നടപടിയ്‌ക്കെതിരെ രൂക്ഷവിമര്‍ശനവുമായി മുന്‍ ഇന്ത്യന്‍ താരം,sports
"ജനുവരിയില്‍ കൂടി, ഫെബ്രുവരിയില്‍ ഇടിഞ്ഞു: ഒടുവില്‍ ജിഎസ്ടി വരുമാന ലക്ഷ്യവും കേന്ദ്രം കുറച്ചു",business
ശ്രീദേവി ബംഗ്ലാവില്‍ ഗ്ലാമറസായി പ്രിയ വാര്യര്‍; ചിത്രങ്ങള്‍ വൈറല്‍,entertainment
ലോകകപ്പ് കിരീടം ഇന്ത്യ നേടില്ല; ചരിത്രം ഇംഗ്ലണ്ടിനൊപ്പം; സുനില്‍ ഗവാസ്‌കര്‍,sports
സ്വയംഭോഗത്തെക്കുറിച്ചുള്ള സ്ത്രീകളുടെ തുറന്നെഴുത്തിനെ വിമര്‍ശിച്ച്‌ ബാലചന്ദ്ര മേനോന്‍,entertainment
"തെന്നിന്ത്യന്‍ താരങ്ങള്‍ക്ക് മുന്നില്‍ മകനോടൊപ്പം ചുവട് വെച്ച്‌ ജയം രവി, ഇതാണ് യഥാര്‍ഥ അച്ഛന്‍,വീഡിയോ...",entertainment
"""ക്രിസ്റ്റ്യാനോയുടെ യുവന്റസ് ഒഴികെ ആരെയും ക്വാര്‍ട്ടറില്‍ നേരിടാം"" ബെര്‍ണാഡോ സില്‍വ",sports
ക്രിക്കറ്റിലെ ഒത്തുകളി കൊലപാതകത്തേക്കാള്‍ വലിയ കുറ്റമാണെന്ന് എംഎസ് ധോണി,sports
സൈക്ലിംഗ് താരമായി രജിഷ വിജയന്‍; ഒളിമ്ബിക്‌സിന് തയ്യാറെടുക്കുന്ന പെണ്‍കുട്ടിയുടെ കഥയുമായി 'ഫൈനല്‍സ്',entertainment
ലുസിഫര്‍; ടോവിനോയുടെ കാരക്ടര്‍ പോസ്റ്റര്‍ പുറത്ത്,entertainment
അ​ഭി​ന​യി​ക്കാ​ന്‍ ത​ന്നെ ആ​രും വി​ളി​ക്കു​ന്നി​ല്ലെ​ന്ന് ന​ടി അം​ബി​ക,entertainment
"
ആതിഥേയനായി ക്യാപ്റ്റന്‍ കൂള്‍; ടീമംഗങ്ങള്‍ക്ക് വിരുന്നൊരുക്കി ധോണിയും സാക്ഷിയും
                                            
",sports
നിര്‍ണായക മത്സരത്തില്‍ തകര്‍പ്പന്‍ വിജയം ഏകദിന പരമ്ബരയും സ്വന്തമാക്കി ഓസീസ്‌,sports
സ്പാനിഷ് ലീഗ്; ബെന്‍സിമാ ഡബിളില്‍ റയല്‍ വിജയപാതയില്‍,sports
തെരഞ്ഞെടുപ്പിനു മുമ്ബ് മോദി സര്‍ക്കാരിന് 28000 കോടിയുടെ റിസര്‍വ് ബാങ്കിന്റെ സഹായം,business
സെവന്‍ സീറ്റര്‍ ഹാരിയര്‍ എസ്യുവി ഇന്ത്യന്‍ വിപണിയില്‍,business
മദര്‍ തെരേസയുടെ ജീവിതം വെള്ളിത്തിരയില്‍ എത്തുന്നു,entertainment
ഹോണ്ട കാര്‍സ് പുതിയ ഹോണ്ട  സിവിക് കാറുകള്‍ വിപണിയില്‍ ഇറക്കി,business
ഇന്ത്യക്കെതിരെ നിര്‍ണായക ടോസ് നേടി ഓസ്ട്രേലിയ; ഇന്ത്യന്‍ ടീമില്‍ രണ്ട് മാറ്റങ്ങള്‍,sports
"
മുന്‍നിരയിലെ എല്ലാവരും കൂടാരം കയറി; ഇന്ത്യ പതറുന്നു; വീണത് ആറ് വിക്കറ്റുകള്‍
                                            
",sports
സ്ത്രീത്വത്തെ അപമാനിച്ചു; ക്രിക്കറ്റ് താരം മുഹമ്മദ് ഷമിക്കെതിരെ പൊലീസ് കുറ്റപത്രം സമര്‍പ്പിച്ചു,entertainment
ഓലമടലിലെ നൊസ്റ്റാള്‍ജിയ ലാറയ്ക്കുമുണ്ട്; മഴയും വെയിലും തളര്‍ത്താത്ത കളി ഭ്രാന്തിനെ കുറിച്ച്‌ വിന്‍ഡിസ് ഇതിഹാസം,sports
ഇദ്ദേഹമാണ് എന്റെ മനസ്സ് കവര്‍ന്ന ക്രിക്കറ്റര്‍; സണ്ണി ലിയോണ്‍ മനസ്സ് തുറക്കുന്നു,sports
കുമ്ബളങ്ങി നെറ്റസിലെ ഫ്രാങ്കി എന്ന കഥാപാത്രത്തെ അവതരിപ്പിച്ച മാത്യൂസ്  സിനിമയില്‍ 'എത്താന്‍ കാരണമായ' ഓഡീഷന്‍ വീഡിയോ പുറത്തുവിട്ടു,entertainment
മുംബൈയെ തകര്‍ത്തെറിഞ്ഞ് ഗോ​വ,sports
റൊണാള്‍ഡോയുടെ ഹാട്രിക്ക് പ്രകടനം തന്നെ അത്ഭുതപ്പെടുത്തി; ആശംസകളറിയിച്ച്‌ മെസ്സി,sports
ഇന്ത്യ-ആസ്‌ത്രേലിയ നാലാം ഏകദിനം ഇന്ന്,sports
അസിം പ്രേംജി - ഏറ്റവും ദാനശീലനായ ഇന്ത്യന്‍ കോടീശ്വരന്‍,business
കേരള ബാങ്കിന് ഒടുവില്‍ ഹൈക്കോടതിയുടെ പച്ചക്കൊടി; തുടര്‍നടപടികളുമായി സര്‍ക്കാരിന് മുന്നോട്ട് പോകാം,business
